LAPSYD	PHOIBLE_REF	PHOIBLE_KEY
Smalley, William A. 1976. The problems of consonants and tone: Hmong (Meo, Miao). In W. A. Smalley (ed.) Phonemes and Orthography: Language Planning in Ten Minority Languages of Thailand (Pacific Linguistics, Series C 43). Research School of Pacific Studies, Australian National University, Canberra: 85-123. (has frequency data on related Hmong Daw from dictionary, C frequency likely to be similar for Mong Njua, but V's less certain so not shown)		
Smeets, Ineke. 1989. Mapuche. Doctoral dissertation. University of Leiden, Leiden. Published version 2008 A Grammar of Mapuche. Mouton de Gruyter, Berlin.		
Smith Sharp, Heidi. 1979. Un análisis fonológico del maleku. Revista de Filología y Lingüística de la Universidad de Costa Rica. 5: 31–54.		
Smith, Ian and Steve Johnson. 2000. Kugu Nganhcara. In R.M.W. Dixon & B. J. Blake, eds, Handbook of Australian Languages, Volume 5, Oxford University Press, Oxford: 355-489.		
Smith, Jean and Pamela Weston. 1974. Mianmin phonemes and tonemes. In Richard Loving (ed.), Studies in languages of the Ok family (Workpapers in Papua New Guinea Languages, 7.) Summer Institute of Linguistics, Ukarumpa: 5-33.	Smith, Jean; Weston, Pam. 1974. {Mianmin Phonemes and Tonemes}. Workpapers in Papua New Guinea Languages: Studies in Languages of the OK Family. Summer Institute of Linguistics. 7. 35--142	mpt_loving1974
Smith, Joshua Hinmán. 2007. Manual of Spoken Tzeltal. English translation by Stuart P. Robinson of Manual de Tzeltal de Manuel (o El Tzeltal Como Quien Dice), San Cristóbal de las Casas (Spanish original). Available from http://www.tzeltal.org/refs.shtml		
Smith, Kenneth & Paul Sidwell. 2015. Sedang. In M. Jenny & P. Sidwell, eds, The Handbook of Austroasiatic Languages, Vol 2, Brill, Leiden: 789-833.		
Smith, Kenneth D. 1968. Laryngealization and delaryngealization in Sedang phonemics. Linguistics 38: 52-69.	Smith, Kenneth D.. 1968. {Laryngealization and Delaryngealization in Sedang Phonemics}. 38. 52--69	Smith1968
Smith, Kenneth D. 1975. Phonology and Syntax of Sedang, A Vietnam Mon-Khmer Language. Ph D. dissertation, University of Pennsylvania, Pittsburgh. (Available at https://www.sil.org/system/files/reapdata/50/47/44/50474453277993090557892479934554443238/12352.pdf)		
Smith, Kenneth D. 1979. Sedang Grammar: Phonological and Syntactic Structure (Pacific Linguistics B 50). Research School of Pacific Studies, Australian National University. (Slightly revised version of Smith 1975. Available at http://sealang.net/archives/pl/pdf/PL-B50.pdf) (includes frequency counts derived from Smith 1974)		
Smith, Kenneth D. 2012. Từ-điển Xơ-đăng-Anh-Việt-Pháp: Sedang Dictionary with English, Vietnamese, and French glossaries: A Thesaurus-Alphabetical Listing of Sedang Words and Word-Groups. SIL International, Dallas.		
Sneddon, James M. 1984. Proto-Sangiric and the Sangiric languages. Pacific Linguistics, Canberra. (not seen)		
Soares, M. F. 1995. Núcleo e coda: A silaba em Tikuna. In L. Wetzels. Estudos Fonológicos de Linguas Indigenas Brasilieras. Editoris de Universidade Federale de Rio de Janeiro: 195-263.		
Soderberg, Craig D. & Kenneth S. Olson. 2008. Illustrations of the International Phonetic Association: Indonesian. Journal of the International Phonetic Association 38 (2): 209-213 (not seen)	Soderberg, Craig D.; Olson, Kenneth S.. 2008. {Illustrations of the IPA: Indonesian}. Cambridge University Press. 38. 209--213	ind_soderberg2008_phon
Somfai Kara, Dávid. 2003. Kyrgyz. Lincom Europa, München.	"Kara, D{\'a}vid Somfai. 2003. Kyrgyz. M{\""u}nchen. Lincom. 423. 62"	55109
Song, Zhengchun. 1982. Woguo tuwayu yinxi chutan (A Preliminary Study of the Phonological System of the Tuva Language in China). Minzu Yuwen, 1982.6 (December), 58-65.	Song, Zhengchun. 1982. {Woguo Tuwayu Yinxi Chutan. [A Preliminary Study of the Phonological System of the Tuva Language in China]}. 6. 58--65	Song1982
Souag, Lameen (2010) Grammatical Contact in the Sahara: Arabic, Berber, and Songhay in Tabelbala and Siwa. PhD thesis. SOAS, University of London. http://eprints.soas.ac.uk/13430/		
Soukka, Maria & Heikki Soukka. 2001. Une esquisse de la phonologie de la langue noon. SIL, le Sénégal, la Gambie, et la Guinée-Bissau, Dakar. Available at https://www.sil.org/resources/archives/48535		
Soukka, Maria. 2000. A Descriptive Grammar of Noon: A Cangin Language of Senegal. LINCOM EUROPA, München.		
Soutsane, Karima. 2008. Syllabification and phonological rule application in Tashlhiyt Berber. Ph. D. thesis, University of Durham. Available at http://etheses.dur.ac.uk/2543/1/2543_554.pdf?UkUDh:CyT		
Sperlich, Wolfgang B. 1991. Namakir: A Description of a Central Vanuatu Language. Ph D. Thesis University of Auckland.		
Sperlich, Wolfgang B. 1993. Revision Supplement to Namakir: A Description of a Central Vanuatu Language. Revision to Ph D. Thesis University of Auckland.		
Spotts, Hazel. 1953. Vowel harmony and consonant sequences in Mazahua (Otomi). International Journal of American Linguistics 19: 253-258.	Spotts, Hazel. 1953. {Vowel Harmony and Consonant Sequences in Mazahua (Otomi)}. 19. 253--258	Spotts1953
Spotts, Hazel. 1956. Some post-conquest changes in Mazahua. International Journal of American Linguistics 22: 208-211.		
Sprigg, Richard Keith.(1966. Lepcha and Balti Tibetan, tonal or non tonal? Asia Major, New Series. 12: 185–201.		
Srebot-Rejec, Tatiana. 1988. Word Accent and Vowel Duration in Standard Slovene: An Acoustic and Linguistic Investigation. (Slavistische Beitrage 226). Otto Sagner, München.		
Sreedevi N., Smitha K. Nair, & M. D. Vikas. 2012. Frequency of occurrence of phonemes in Kannada: A preliminary study. Journal of the All India Institute of Speech & Hearing 31: 40-46.		
Sridhar, S. N. 1990. Kannada. Routledge, London and New York.		
Srinivasa Varma, G. 1969. Phonology of Yerukala. In S Agesthialingom & N. Kumaraswami Raja, eds, Dravidian Linguistics (Seminar Papers), Annamalai University, Annamalainagar: 187-202.		
Srinivasa Varma, G. 1978. Yerukula Dialect. Annamalai University, Annamalainagar. (not seen)		
Stachowski, Marek & Astrid Menz. 1998. Yakut. In L. Johanson & É. Á. Csato (eds.) The Turkic Languages. Routledge, London & New York: 417-433.		
Stanhope, John M. 1980. The language of the Rao people, Gengabu, Madang Province, Papua New Guines. Pacific Linguistics, series D, 18. [With an editor's introduction by Don Laycock]		
Stanhope, John M. 0000 Organized Phonology Data: Rao Language. SIL, Ukarumpa. Available online at http://www.sil.org/pacific/png/abstract.asp?id=296		
Starosta, Stanley. 1989-1990. Sora Combining Forms and Pseudo-compounding. Mon-Khmer Studies Journal 18-19: 77-105.		
Stebbins, Tonya N. 2011. Mali (Baining) grammar; a Language of the East New Britain Province, Papua New Guinea. Pacific Linguistics, College of Asia and the Pacific, Australian National University, Canberra. [On a related language]		
Steever, Sanford B. 1998. Kannada. In The Dravidian Languages, ed. S.B. Steever. Routledge, London and New York: 129-157.		
Steltenpool, J. 1969. Ekagi-Dutch-English-Indonesian Dictionary. Koninklijk Instituut voor Taal-, Land- en Volkenkunde, Martinus Nijhoff, The Hague.	Steltenpool, J.. 1969. {Ekagi-Dutch-English-Indonesian Dictionary}. The Hague. Martinus Nijhoff	Steltenpool1969
Sten, H. 1963. Manuel de Phonetique Francaise. Munksgaard, Copenhagen.	Sten, H.. 1963. {Manuel de Phonetique Francaise}. Copenhagen. Munksgaard	Sten1963
Stevenson, R. C. 1969. Bagirmi Grammar. University of Khartoum.	Stevenson, R. C.. 1969. Bagirmi Grammar. University of Khartoum	1469_bmi
Stevenson, R.C. 1957. A survey of the phonetics and grammatical structure of the Nuba mountain languages, with particular reference to Otoro, Katcha and Nyimang. Afrika und Übersee 41: 171-176	Stevenson, Roland C.. 1957. {A Survey of the Phonetics and Grammatical Structure of the Nuba Mountain Languages, With Particular Reference to Otoro, Katcha and Nyimang}. Hamburg. 40, 41. 73--84, 93--115, 117--152, 171--196	Stevenson1957
Stewart, Donald. 1966. Gramática del Mazahua. ms. SIL, Mexico. Available from http://www.sil.org/acpub/repository/Gramatica_de_Mazahua.pdf		
Stewart, Stephen. 1980. Gramática kekchí. Editorial Académica Centroamericana, Guatemala.		
Stirtz, Timothy M. 2012. A grammar of Gaahmg: A Nilo-Saharan Language of Sudan. Ph D. dissertation, University of Leiden. Available at https://openaccess.leidenuniv.nl/bitstream/handle/1887/18452/GaahmgThesisPBNov11.pdf?sequence=2	Stirtz, Timothy M.. 2012. A grammar of Gaahmg: A Nilo-Saharan language of Sudan. University of Leiden	1616_Stirtz_tbi
Stojkov, Stojko. 1961. Uvod v Bulgarskata Fonetika (revised edition). Nauka i Izkustvo, Sofia.		
Stokhof, W.A.L. 1979. Woisika II: Phonemics. (Pacific Linguistics, Series B, No. 59). Australian National University, Canberra. (has freq data, from text)		
Stolte, Joel and Nancy. 1971. A description of Northern Barasano phonology. Linguistics 75: 86-92.	Stolte, Joel; Stolte, Nancy. 1971. {A Description of Northern Barasano Phonology}. 75. 86--92	StolteStolte1971
Stolte, Joel and Nancy. 1976. Fonología del Barasano del Norte. In Sistemas fonológicos de idiomas colombianos 3, Instituto Lingüístico de Verano and Ministerio de Gobierno, Bogota: 83-93. Available at http://www-01.sil.org/americas/colombia/pubs/16638.pdf		
Stone, Gerald. 1993. Sorbian (Upper and Lower). In Bernard Comrie & G. C. Corbett, ed., The Slavonic Languages. Routledge, London: 593-685.		
Straight, H. Stephen. 1976. The Acquisition of Maya Phonology, Variation in Yucatec Child Language. Garland Publishing, Inc., New York and London.	Straight, H. S.. 1976. {The Acquisition of Maya Phonology, Variation in Yucatec Child Language}. New York / London. Garland Publishing, Inc.	Straight1976
Street, Chester S. 1987. An introduction to the language and culture of the Murrinh-Patha. Darwin: Summer Institute of Linguistics, Australian Aborigines Branch.		
Street, Chester S. and Gregory P. Mollinjin. 1981. The phonology of Murinbata. Work Papers of SIL-AAB, Series A, No. 5: 183-244. Summer Institute of Linguistics, Australian Aborigines Branch, Darwin.	Street, Chester S.; Mollinjin, G. P.. 1981. {The Phonology of Murinbata}. Australian Phonologies: Collected Papers. Darwin. Summer Institute of Linguistics, Australian Aborigines Branch. 5. 183--244	StreetMollinjin1981
Street, J.C. 1963. Khalkha Structure (Indiana University Publications, Uralic and Altaic Series 24). Indiana University, Bloomington.	Street, John C.. 1963. {Khalkha Structure}. Bloomington. Indiana University Press. 24	Street1963
Strom, Clay. 1992. Retuarã syntax: Studies in the languages of Colombia 3. Summer Institute of Linguistics and the University of Texas at Arlington Publications in Linguistics, 112. Dallas: Summer Institute of Linguistics and the University of Texas at Arlington.		
Suarez, Jorge A. 1983. The Mesoamerican Indian languages. Cambridge University Press, Cambridge.		
Suazo, Salvador. 2011. Lila Garifuna: Diccionario garifuna-garifuna-español. Litografía López, Tegucigalpa.		
Subrahmayam, P. S. 1968. A Descriptive Grammar of Gondi (Chapter 7: The Koya Dialect pp 93-162). Annamalai University, Annamalainagar.		
Sudo, Timothy. 1976. Fonología del piapoco. In Sistemas fonológicos de idiomas colombianos 3, Lomalinda:Editorial Townsend, Lomalinda: 7-14. Available at http://www-01.sil.org/americas/colombia/pubs/16654.pdf		
Sullivant, J. Ryan. 2014. Consonant duration and the post-nasal vociing distinction in Chatino. Paper presented at the LSA Annual Meeting, Minneapolis, January 4 2014. Available at https://www.academia.edu/5581571/Consonant_duration_and_the_post-nasal_voicing_distinction_in_Chatino		
Sun Hongkai et al. 1991. Zangmianyu yuyin he cihui [Tibeto-Burman phonology and lexicon]. Chinese Social Sciences Press, Beijing. (not seen, cited in Ju 1966.)		
Sun, Jackson T-S. 1983. Linguistic characteristics of the Tani (Mirish) branch of Tibeto-Burman. http://www2.ihp.sinica.edu.tw/file/3242aVFvXas.pdf		
Sun, Tianshin Jackson. 1983. A Historical-Comparative Study of the Tani (Mirish) Branch in Tibeto-Burman. Ph D. dissertation, University of California, Berkeley. Available at eScholarship UC item 02z2h2fw.pdf		
Susana Drucker, Roberto Escalante, & Roberto J. Weitlaner. 1969. The Cuitlatec. In Evon Z. Vogt, ed., Handbook of Middle American Indians, Ethnology: Vol 7, Chapter 30. University of Texas Press, Austin: 565-575. (not seen)		
"Susnik, B. 1974. Estudios Guayaki: Sistema fonetico y tematico. Museo Etnografico ""Andres Barbero"", Asuncion, Paraguay."	Susnik, Branka J.. 1974. {Estudios Guayaki: Sistema fonetico y tematico}. Asunci{\'{o}}n, Paraguay. Museo Etnografico ``Andres Barbero''	Susnik1974
Sutton, Logan. 2014. Kiowa-Tanoan: A Synchronic and Diachronic Study. Ph. D.dissertation. University of New Mexico. Available at http://repository.unm.edu/handle/1928/24601		
Suárez, Jorge A. 1983. La Lengua Tlapaneca de Malinaltepec. Universidad Nacional Autonoma de México, México D.F. (has C freq data based on text count of 1000 phonemes)	Su{\'{a}}rez, Jorge A.. 1983. {La lengua tlapaneca de Malinaltepec}. M{\'{e}}xico. Universidad Nacional Aut{\'{o}}noma de M{\'{e}}xico	Suarez1983
Suárez, Jorge A. 1988. Tlapaneco de Malinaltepec. Archive de Lenguas Indígenas de México. El Colegio de México, México D. F.		
Svantesson, J. 1985. Vowel harmony shift in Mongolian. Lingua 67:283-327.	Svantesson, Jan-Olof. 1985. {Vowel Harmony Shift in Mongolian}. 67. 283--327	Svantesson1985
Svantesson, Jan-Olof, Anna Tsendina, Anastasia Karlsson, and Vivan Franzén. 2005. The Phonology of Mongolian. Oxford University Press, Oxford. (not seen)		
Svantesson, Jan-Olof. 2003. Khalkha. Janhunen, Juha (ed.). 2003. The Mongolic languages. Routledge, London: 154–176.		
Swick, Joyce. 1966. Chuave phonological hierarchy. Linguistic Circle of Canberra Publications A 7: 33-48.		
Swift, L.B. 1963. A Reference Grammar of Modern Turkish (Indiana University Publications, Uralic and Altaic Series 19). Indiana University, Bloomington.	Swift, Lloyd B.. 1963. {A Reference Grammar of Modern Turkish}. Bloomington. Indiana University Press	Swift1963
Sylestine, Cora, Heather Hardy & Timothy Montler. 1993. Dictionary of the Alabama Language. Austin: University of Texas Press. Online version at http://www.ling.unt.edu/~montler/Alabama/Dictionary/		
Szabó, László. 1967. Selkup Texts, with Phonetic Introduction and Vocabulary. Indiana University Research Center in Anthropology, Folklore and Linguistics, Bloomington. [Tym dialect]		
Szende, Támas. 1999. Hungarian. In Handbook of the International Phonetic Association. Cambridge University Press, Cambridge: 105-107.		
Sánchez Corrales, Victor. 1984. Análisis fonológico del guatuso. Estudios de Lingüístca Chibcha, Serie A, 3: 143-178.		
Smith, Kenneth D. 1974. Text vs. dictionary letter frequencies for primers. Work Papers of the Summer Institute of Linguistics, University of North Dakota 18: 77-97. (has frequency count for consonants and clusters)		
Tabain, Marija & Andrew Butcher. 2014. Illustrations of the IPA: Pitjantjatjara. Journal of the International Phontic Association 44: 189-200.	Tabain, Marika; Butcher, Andrew. 2014. Illustrations of the IPA: Pitjantjatjara. Cambridge University Press. 44. 189--200	pjt_tabain2014
Tabain, Marija & Anthony Jukes. 2016. Illustrations of the IPA, Makasar. Journal of the International Phonetic Association 46: 99-111. (has data on vowel frequency from an expanded Swadesh wordlist)		
Taddese Habte Addo. 2001. The Tonology of Kafi Noonoo. (Working Papers in Linguistics, 15.) Norwegian University of Science and Technology, Trondheim. (cited in Theil 2007)		
Taff, Alice, Lora Rozelle, Taehong Cho, Peter Ladefoged, Moses Dirks and Jacob Wegelin. 2001. Phonetic structures of Aleut. Journal of Phonetics 29: 231-271 (has some frequency data).		
Tan, Evangeline K. 1967. The phonology of Tausug: A descriptive analysis. M.A. Thesis. University of Britsh Columbia. Available from https://circle.ubc.ca/handle/2429/38637 (has The North Wind and rhe Sun in Tausug)		
Tandioy Jansasoy, Francisco & Stephen H. Levinsohn. 1989. Fonología comparative de los dialectos del Inga. Temas de lingüística amerindia: Primer Congreso Nacional de Investigaciones Lingüístico-Filológicas, Consejo Nacional de Ciencia y Tecnologia, Lima: 21-37.		
Tayeng, Aduk. 1990. Nishi Phrase Book. Government of Arunachal Pradesh, ShillongViewable on-line at http://www.rogerblench.info/Language/NEI/Tani/Nishi/Linguistics/Nishi%20phrase%20book%20Tayeng%201990.pdf		
Taylor, Charles. 1985. Nkore-Kiga. Croom Helm, London.		
Taylor, Douglas. 1955. Phonemes of the Hopkins (British Honduras) dialect of Black Carib, International Journal of American Linguistics 21: 233-241.	Taylor, Douglas. 1955. {Phonemes of the Hopkins (British Honduras) Dialect of Island Carib}. 21. 233--241	Taylor1955
